OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis
OB_S426_A1000000_D10_R75_Kraken,10223,21965,7548,190,5442,0,221,893,3801,916,31125,3560,8926,14657,2712,2314,6373,6871,3846,4921,1287,1061,1601,0,2019,5245,26542,6219,0,16973,1713,0,2762,1812,11035,37160,1989,1078,1630,1492,3724,4735,1075,11726,2062,12519,4015,8272,1667,3221,1962,3871,2947,16118,1173,3307,1090,7031,0,3453,7689,13389,1872,14552,357,20891,2882,4059,1769,3521,4568,34494,0,2410,1307,5195,2835,4040,1548,3160,5798,1143,2844,5300,4917,31094,19815,15923,0,13055,2390,211,1613,0,3838,4816,9616,2033,12457,1621,3878,3563,0,4258,3604,2081,2199,1864,1291,39845,4693,3197,604,528,2841,659,30811,1932,524
OB_S426_A1000000_D10_R75_MetaMix*,10044.5,19257.5,7380.5,0,5440.5,3876,232,892.5,3792,927,30868.5,3558,10137.5,14821,0,2337,15879.5,6789,3803,4914,1288.5,0,1587.5,0,2015,5241,26354.5,6227,0,17010.5,1718.5,2138.5,2742.5,0,10942,116923,1981.5,1069,0,1401.5,3545,4051,0,11201,2090,11932,3994.5,13996.5,1650,0,2416.5,0,0,15628,0,0,1083,7057,7609,13332,5971.5,12838.5,1822,8587.5,0,19899,2868.5,4053.5,1758.5,3514,4556,34088,1305.5,0,2153,20959,2843,0,1548,2970,5885.5,1199,0,21938,4592.5,30981.5,19843,15957,3412.5,13088,2369,0,1614.5,0,3804.5,36225,9380.5,2015,11715,4667.5,6207.5,4291.5,0,4460.5,3809.5,1955.5,2081,1849,0,40319.5,23293,0,0,0,2826,0,30691,1922.5,32426
OB_S426_A1000000_D10_R75_MetaPhlan2,2425,7675.4,12820.7,187.1,0,0,578.1,0,0,6245.5,10026.5,9011.6,4050.2,8848,10087,8575.7,8779.3,11098.1,276.9,0,6363.2,5504,6137.6,0,7975,0,8264.4,15042.8,0,7686.4,0,0,6213.2,5667,13655.6,7358.6,4504.6,0,0,0,6758,0,0,6846.3,10182.4,7220.9,0,4989.4,0,9204.9,11213.2,47035.8,0,16445.7,5094.6,5180,7787.8,8709.4,91272.8,6916.6,7476.8,9509.1,4183.3,0,748,4150.2,0,0,0,6558.9,0,11096.8,7851.5,34520.4,51534.2,9568.1,1982.4,0,6993.1,4548.6,23424.6,0,4874,12845.7,6438.3,8137.8,3088.7,5360.1,0,1353.3,6617.3,47.8,7225.3,0,0,8112.1,21585.1,6893.1,0,9196.1,13804.9,0,0,22995.2,0,145584,6030.3,20113.7,2638.7,8605.4,9677.3,4306.9,4070,0,10970.7,9710.3,0,6002,6419.2
OB_S426_A1000000_D10_R75_PathoScope2,10311.5,22015,7601,183,5449.5,3876.5,221,893,3783,915.5,31170.5,3552,10306,15217,3012.5,2306,17875.5,6885.5,3842.5,4921,1288,1059.5,1600.5,3485,2018.5,5240.5,26620.5,6220.5,0,16920,1712.5,2118.5,2744,1811.5,11069,117514.5,1988,1070,1638,1402,3742.5,4733.5,1067,11768,2032,12522,4014.5,14057.5,1666.5,3260.5,2007.5,3877,2937,23000.5,1143,3339,1058.5,7128.5,1112,13428.5,7687.5,13372,1864,15082.5,356.5,20876.5,2882,4058,1759.5,3518.5,4565,34502,1395,2479.5,1186,20578,2832.5,4039.5,1547,3196,5807.5,1136.5,2841.5,22544,4906.5,31445.5,19838,15953,3412.5,13080,2389,210.5,1610.5,0,3835,36645.5,9888,2003,12444.5,5095,5804,5155,438,4284,3339.5,2042.5,2192.5,1801.5,1277.5,41102,24304.5,3186.5,589,528,2839,8953.5,30836.5,1930,32731
OB_S426_A1000000_D10_R75_Sigma,0,29302.93,8300.94,283.855,7318.47,5207.38,298.358,0,0,1232.16,41834.2,0,0,19351.59,0,3112.96,22112.62,0,0,0,1730.4,1426.66,2150.33,4676.957,2712.1,0,0,7964.74,0,17490.1,2303.54,0,3872.57,2435.42,13778.2,157284.89,0,0,2218.87,0,3203.99,965.961,0,13220.48,0,15478.207,0,17811.29,2240.61,4395.99,0,4706.49,0,20298.1,0,4100.74,1502.18,4880.01,10228.8,15430.5,6764.51,16877.22,0,19153.53,479.792,26811.14,0,0,0,4730.15,0,46221.46,1850.62,3833.05,0,24731.5,3811.26,0,0,3630.02,0,0,0,27820.1,6098.85,40892.53,13040.57,11024.9,0,9670.05,0,0,2169.38,0,5161.19,47928.56,12076.3,0,8295.07,6235.15,0,0,0,5850.77,0,2966.74,2771.01,0,0,53187.71,30116.57,0,897.327,0,0,11938.35,19560.16,2595.18,43945.64
OB_S426_A1000000_D10_R75_Taxator-tk,3288.5,14951.5,4179.5,2,48,0,2,14.5,68,2.5,1013,41.5,8421.5,9301.5,659.5,14,11776.5,454.5,70,136,21,8.5,54,0,71.5,62,21395.5,1443,0,13168,8,8.5,50.5,32.5,4609,102958,22.5,16.5,25,57.5,1458,1715.5,2.5,9808,18.5,11708,85.5,9850,28,39,45,618.5,1663.5,12064.5,8.5,1339,6.5,4748,0,6701.5,5782.5,9135,808.5,9682.5,13.5,15580,35.5,49,14,60.5,45.5,2053,123,285,25.5,9018.5,30.5,16,73.5,1773.5,102,58,97.5,0,1689.5,23361,4186.5,8328,65.5,2914.5,35.5,3.5,20.5,0,34,23366.5,1829,18,8654,1508.5,2026,26,12,66,1394.5,71.5,622.5,10,552.5,27388,17704,1977,8,25,73,851,13812,38.5,3394.5
OB_S426_A1000000_D10_Rall,4380,17405,10311,251,7327,3624,359,745,5811,1755,17888,2453,7496,23855,3653,2658,22323,4970,3781,2881,1850,1599,1885,8660,2202,2886,31875,7654,2796,8921,3191,2487,1252,1439,10621,69477,1377,1704,2693,1677,5031,8399,1910,18324,3046,22745,3175,8007,1762,4845,2888,5006,3461,18138,1683,4726,1779,11364,5792,12631,11208,13609,3027,18344,469,21201,2608,1738,2881,3193,2478,23425,3787,3656,1870,27071,3711,5862,2211,3945,5862,2751,5641,26601,3765,14230,9375,10519,2949,17584,1933,258,2102,1317,2787,38425,11466,2343,8171,7072,9151,6360,665,5804,5893,2955,3216,3045,1898,57005,38814,4362,777,475,2955,23668,21042,2614,21577
OB_S426_A1000000_D100_R1000_Centrifuge,8497.5,21102,3071,868.5,1887,0,716.5,1382,738,593.5,16678,1677,8282.5,7621.5,2186.5,1024.5,14984.5,6139,2529,2012,813.5,737,992.5,0,1067.5,2089,23371,2535.5,0,7032.5,640.5,0,2641,1416.5,4379.5,137050,1642.5,782.5,717.5,938.5,1689.5,2203,680,8255.5,819,6226,1388,13822.5,1078,3076.5,815.5,2689.5,1980,17027.5,768,3172,761,3457,0,14207,5796.5,11794.5,1702,13601,973,31765.5,1275.5,2740.5,707,5076.5,2085.5,16644,1526.5,2410.5,837.5,16893.5,1908,798,829.5,2883,1119.5,1096.5,1250.5,17264,3267.5,20826.5,10094.5,9426.5,0,8265.5,1438.5,957.5,916,0,1611,30370.5,3036,956.5,7505,4161.5,3671,6702,0,850.5,2524,878.5,1733.5,761,1819,44286.5,20535.5,2837.5,936.5,1344,1091.5,7863,7992,814,22931.5
OB_S426_A1000000_D100_R1000_Constrains,2231.4,8264.5,8340.6,8245.9,0,0,9296.5,0,0,9855.3,6267.7,8750.5,7029.2,11063.7,13672.5,8543.6,10786.3,11935.4,0,0,9219.8,7613.8,9422.1,0,9376.3,0,8916.5,10282.4,0,3419.2,0,0,10099.7,9426.4,10410.6,8724.4,8932.8,0,0,0,6945.3,0,0,8742.5,9017.2,8284.4,0,7023.3,0,9152.7,8168.7,40311.5,0,9781.1,6070.4,8906.4,9792.5,7563.9,62196.9,8110,8493.8,8651.3,6728.7,0,8828,5764.1,0,0,0,10598.1,0,10555.6,11088.6,22749.2,45896.7,9719.8,1992.2,0,9135.8,9343.4,9836.9,0,4898.4,10656,8839.5,8844.2,2508.6,5756.6,0,1394.3,8823.2,8839.2,9672.4,0,0,9315.4,8330.6,5354.8,0,9633.2,10432.1,0,0,9226.4,0,159766,9600.3,8701.8,6878.4,8989.8,9806.6,7879.4,9860.7,0,9052.3,10133.9,0,5412.3,10260.7
OB_S426_A1000000_D100_R1000_Kraken,16052,20966,5079,1734,3752,0,1433,2764,1475,1188,24106,3355,15260,15086,3574,2048,9654,6325,5058,4024,1627,1473,1986,0,2134,4178,24875,3694,0,13355,1281,0,5205,2834,7014,66722,3284,1563,1435,2086,3377,3919,1349,13305,1614,12418,2776,17714,2156,3130,1611,3672,3892,13074,1523,4738,1515,5832,0,6948,8096,11332,2824,16716,1946,27947,2551,5481,1413,5158,4170,27351,0,3438,1640,8647,3776,1596,1659,5275,2239,2152,2486,6725,6064,30364,20148,17774,0,14258,2872,1915,1831,0,3222,9964,3903,1912,14773,2440,2450,4376,0,1697,4480,1637,3127,1472,3348,41096,10124,5007,1868,2672,2183,1655,15941,1628,2465
OB_S426_A1000000_D100_R1000_MetaMix*,15302.5,20838.5,5217,0,3869,5428.5,1464.5,2781,1480,0,0,3375.5,16215.5,13235,4085,2089.5,15723.5,6375.5,5250,4022,0,0,2001.5,0,2152.5,4131.5,24395.5,3731,0,13282,1312.5,2043.5,5172.5,2859,7158,125321.5,3312.5,0,1498.5,2103,2788.5,3889,0,13588,0,12255.5,2795.5,20973.5,2169.5,0,1949,3618,0,14167.5,1651.5,0,0,6256.5,0,14488,7049.5,11426,2897,11046.5,0,26844,2562.5,5469.5,0,0,4228.5,27493,0,0,0,23193.5,3894.5,1611.5,1655.5,5128,2230,2238,2528,14919.5,6204,30469,19948.5,17793,2688.5,14223,2872,0,1915.5,0,3224.5,37452,4008.5,1972,14782,4625.5,6551,0,0,2090,6007,1837.5,3222,0,0,41738,21235.5,5316,2326.5,2728,2240.5,0,16136,1645.5,41947
OB_S426_A1000000_D100_R1000_MetaPhlan2,2231.4,8264.5,8340.6,8245.9,0,0,9296.5,0,0,9855.3,6267.7,8750.5,7029.2,11063.7,13672.5,8543.6,10786.3,11935.4,0,0,9219.8,7613.8,9422.1,0,9376.3,0,8916.5,10282.4,0,3419.2,0,0,10099.7,9426.4,10410.6,8724.4,8932.8,0,0,0,6945.3,0,0,8742.5,9017.2,8284.4,0,7023.3,0,9152.7,8168.7,40311.5,0,9781.1,6070.4,8906.4,9792.5,7563.9,62196.9,8110,8493.8,8651.3,6728.7,0,8828,5764.1,0,0,0,10598.1,0,10555.6,11088.6,22749.2,45896.7,9719.8,1992.2,0,9135.8,9343.4,9836.9,0,4898.4,10656,8839.5,8844.2,2508.6,5756.6,0,1394.3,8823.2,8839.2,9672.4,0,0,9315.4,8330.6,5354.8,0,9633.2,10432.1,0,0,9226.4,0,159766,9600.3,8701.8,6878.4,8989.8,9806.6,7879.4,9860.7,0,9052.3,10133.9,0,5412.3,10260.7
OB_S426_A1000000_D100_R1000_PathoScope2,16351,21011,5164.5,1627.5,3765,5270,1426,2763,1459,1188,24141,3328,15908.5,15154,3746,1981,16861.5,6287,5035,4025,1623,1474,1985,4733,2134,4175,24840,3774,0,13146,1281,1799,5193,2831,6961.5,125096.5,3281,1511,1413,1877,3381,3917,1323,13282,1652,12421,2776,21578.5,2151,3080,1604,3641,3868.5,13806,1511,5137.5,1159.5,6265.5,115,14598.5,7977,11509.5,2868,16985,1940,27945.5,2551,5470,1406,5156,4156,27299.5,1663,1468.5,391.5,22121.5,3775,1598,1649,5327,2233,2158,2491,15939,6019,30722.5,19793,17741.5,2641,14318,2872,1907,1822,0,3213,37550,3941,1862.5,14741,4937,3550.5,6726.5,1568,1599,3626,1252,3047,1110,3197.5,42642.5,22089,5062,1800,2642,2176,7952,15925,1627,42405
OB_S426_A1000000_D100_R1000_Sigma,0,30531.82,4274.58,2620.44,5646.03,7933.33,2154.88,0,0,1786.2,36124.32,0,0,20478.88,0,3081.84,18900.35,0,0,0,2448.32,2216.58,2987.04,7087.63,3211.25,0,0,4401.92,0,6946.26,1926.15,0,7973.49,4263.11,6635.24,187723.47,0,0,2157.89,0,2478.41,1809.21,0,10227.08,0,13009.04,0,23776.09,3244.36,4699.51,0,4695.99,0,12676.7,0,5180.62,2284.23,2365.62,4744.65,13937.5,5345.06,14001.41,0,21618.03,2926.85,35215.5,0,0,0,7734.7,0,40747.1,2448.32,4590,0,18460.59,5682.14,0,0,4217.97,0,0,0,17237.5,6667.79,42081.47,15455.11,7753.65,0,12016.762,0,0,2753.79,0,4848.48,48542.37,4943.12,0,11403.41,5721.89,0,0,0,2565.78,0,2523.21,3506.2,0,0,56164.53,25696.05,0,2828.32,0,0,11653.21,8086.82,2449.82,63473.04
OB_S426_A1000000_D100_R1000_Taxator-tk,12463,19564,4720,50,106,0,105,145,83,13,4283,119,15370,13791,2491,54,15144,734,323,287,106,68,216,0,166,171,24301,2225,0,12721,21,28,276,242,6071,121964,149,109,67,242.5,2765,2805,31,12841,51,12374,181,19623,128,192,110,1819,3570,12951,56,4135,31,5260,0,13730,7323,10677,2348,16012,201,26947,99,339,39,413,126,8647,451.5,1991,66,17618,186,40,189,4882,134,280,245,0,5158,28862,11468,14542,178,6549,191,81,93,0,127,36376,1902,57,13481,3605,3225,245,76,53,3742,91,2562,26,2643,39957,21463,4513,74,319,183,3473.5,12440,77,19211
OB_S426_A1000000_D100_R150_Centrifuge,8848.5,22326.5,3534.5,886.5,1959.5,0,735,1374,817.5,602,14101.5,1669,8719,7486,2491.5,1056.5,15603.5,6164.5,2527.5,1985.5,765,740,1050.5,0,1053.5,2067,24150,2619,0,7497,655,0,2667,1438.5,4795,131006,1714.5,732,695.5,1021.5,1714.5,2347,636,9358,827.5,6361,1415.5,17140.5,1054,3050,838,2809.5,2030,17750.5,773,3926,749.5,3753,0,16479,6107.5,13479,1788,16495,916,30568,1319.5,2707,703,5036.5,2111.5,15082.5,1529,2630,891.5,18198,1934.5,782.5,842,3381.5,1118.5,1083.5,1224,15418,3614.5,26342.5,10177.5,9859.5,0,8222.5,1481,941.5,880.5,0,1635,26517,3258.5,936.5,7422,4718,3919.5,6784.5,0,827,2948,967.5,1898,827.5,1871,37879.5,20703,3026,985,1320,1113.5,5922,7992.5,820.5,22048.5
OB_S426_A1000000_D100_R150_Constrains,2796.2,8269,8504.1,8213.3,0,0,8573.6,0,0,9021.8,7431.2,8264.5,7194.8,8979.3,12316.8,7873.9,8761.4,10785.3,835.3,0,7887.3,8048.3,8776.5,0,8547.5,0,8123.3,8711.4,0,4776.7,0,0,10131.7,9244.9,9030.9,8179.5,8613.6,0,0,0,7098.8,0,0,8398.9,8610.4,8005.1,0,6452.2,0,8961.3,9049.1,40286.5,0,9206.4,6581.5,8514.3,9927.5,7485.2,54160.8,7847.5,8248.1,8279.2,7041.8,0,7493.7,6493.5,0,0,0,9034.9,0,9069.1,9090.9,34225.4,54040.6,9681.4,2774.9,0,7915.6,8767.6,8562.8,0,4202.5,8832.9,8073.9,8406.9,3758.7,5521,0,1629.9,8257.8,8015.6,8104.1,0,0,8500.9,8828.6,6107.1,0,9120.9,12190.2,0,0,10940.9,0,168569,8840.1,15643.2,7597.6,8785.9,8928.6,7303.6,11091,0,8696,8919.8,0,4925.1,8716
OB_S426_A1000000_D100_R150_Kraken,15961,21026,5193,1764,3899,0,1470,2747,1634,1204,24587,3338,14202,14794,3644,2113,8027,6336,5054,3971,1530,1480,2101,0,2107,4133,24884,3639,0,13421,1310,0,5249,2877,6836,54810,3429,1460,1388,2069,3413,3958,1262,13303,1619,12571,2831,15152,2108,3068,1637,3600,3901,11608,1526,4892,1468,5862,0,5211,8119,11578,2828,16640,1832,27619,2639,5414,1406,5075,4223,27359,0,3307,1691,6788,3840,1565,1684,5467,2234,2114,2437,5357,6143,30240,20303,17624,0,14165,2957,1881,1760,0,3270,8146,3909,1856,14552,2055,2184,4186,0,1642,4452,1696,3127,1544,3315,40936,6794,5106,1942,2611,2227,1037,15934,1641,1399
OB_S426_A1000000_D100_R150_MetaMix*,16063.5,21056,5333,0,3896,5210,1469.5,2746,0,1207,24530,3340,15384.5,12675,3821.5,2120,15547,6318,5046.5,3969.5,1527,1480.5,2098,0,0,4129,24739,3650,0,13400,0,0,5263.5,2886,6789,125050,3426,1457,1376,1931.5,2572,2802.5,1265,13052,1649,12114.5,2831.5,20835,0,3200,1772.5,3528,3654,12617,0,4964.5,1536.5,5137.5,0,14726,7380,11721,0,16009.5,1804.5,26378,2637,5413.5,1405,0,4237,27285.5,0,3800,0,19643,3839.5,1565.5,1686,5332,2350,2170,0,15723.5,6136.5,30385.5,20305.5,17654.5,2595,14207.5,2956.5,1885.5,1762,0,3288.5,36625.5,3958,1858.5,14621,5056,4863,4513.5,0,1756,4579,1495.5,2991.5,1519.5,3036,41338,21216.5,5009,2189,2633,2213,7950,15941,1640,42105
OB_S426_A1000000_D100_R150_MetaPhlan2,2796.2,8269,8504.1,8213.3,0,0,8573.6,0,0,9021.8,7431.2,8264.5,7194.8,8979.3,12316.8,7873.9,8761.4,10785.3,835.3,0,7887.3,8048.3,8776.5,0,8547.5,0,8123.3,8711.4,0,4776.7,0,0,10131.7,9244.9,9030.9,8179.5,8613.6,0,0,0,7098.8,0,0,8398.9,8610.4,8005.1,0,6452.2,0,8961.3,9049.1,40286.5,0,9206.4,6581.5,8514.3,9927.5,7485.2,54160.8,7847.5,8248.1,8279.2,7041.8,0,7493.7,6493.5,0,0,0,9034.9,0,9069.1,9090.9,34225.4,54040.6,9681.4,2774.9,0,7915.6,8767.6,8562.8,0,4202.5,8832.9,8073.9,8406.9,3758.7,5521,0,1629.9,8257.8,8015.6,8104.1,0,0,8500.9,8828.6,6107.1,0,9120.9,12190.2,0,0,10940.9,0,0,8840.1,15643.2,7597.6,8785.9,8928.6,7303.6,11091,0,8696,8919.8,0,4925.1,8716
OB_S426_A1000000_D100_R150_PathoScope2,16043,21111,5201,1755.5,3901,5207,1469,2747,1621,1204,24606.5,3336,15697.5,14897,3786,2108.5,16860,6344.5,5051.5,3971,1530.5,1479.5,2100.5,4651,2107,4131,24898,3637.5,0,13406,1310,1940.5,5221.5,2877,6877,125722,3429,1447,1385.5,1929.5,3421,3958,1259.5,13326,1616.5,12571,2831,20739.5,2107,3087,1637,3586,3886,13633,1512.5,4926.5,1450.5,5910,303.5,14897.5,8139,11567,2824.5,17038.5,1832.5,27625.5,2639,5414.5,1400,5073.5,4221.5,27308.5,1597,3172,1581,19452.5,3837.5,1565,1683.5,5510,2236.5,2104,2438,15622.5,6136,30519.5,20313.5,17672.5,2583,14183,2956.5,1882.5,1759.5,0,3271,37389,3933.5,1830.5,14542,5044.5,4602,5151,1592,1634.5,4110,1648,3126,1502.5,3308,41615,21684,5089,1933.5,2595.5,2225.5,7961,15943,1641,42456
OB_S426_A1000000_D100_R150_Sigma,0,29338.2,5116.33,2513.48,5516.34,7367.39,2081.72,0,0,1703.87,34718.37,0,0,19268.2,0,2990.27,20205.23,0,0,0,2165.21,2094.46,2973.28,6564.98,2981.77,0,0,4345.22,0,9625.32,1853.88,0,7575.43,4071.45,8113.79,177465.65,0,0,1974.16,0,2385.98,1854.11,0,13038.84,0,13388.93,0,26209.34,2983.18,4353.04,0,4547.52,0,12825.6,0,6012.55,2092.69,3276.51,5066.48,16918.8,6013.07,14747.01,0,21985.24,2592.59,35049.53,0,0,0,7156.53,0,38462.9,2234.56,4573.28,0,21206.91,5435.68,0,0,5837.58,0,0,0,17883.5,7699.2,41693.7,14740.97,10354.3,0,11133.17,0,0,2490.7,0,4627.61,49008.47,4958.11,0,10858.62,6187.11,0,0,0,2378.89,0,2473.3,3903.15,0,0,55646.46,27479.64,0,2814.41,0,0,11106.27,7728.38,2322.3,59639.38
OB_S426_A1000000_D100_R150_Taxator-tk,9061,17551,3939.5,20,48,0,40,79,42,5.5,1477.5,75.5,14629.5,12300.5,1486,26,13493,474,155,151.5,40,23,90,0,79,112,23012.5,1367,0,11983,4.5,12,154.5,75,4319.5,118317,55.5,56,35,143,2052.5,1863.5,10.5,12305,16.5,12329.5,91.5,17980.5,59,87.5,62.5,972.5,3021.5,9842.5,23.5,2923.5,21,4803.5,0,10460,6843.5,9819,1749.5,14255.5,89,24956,34,136,17.5,155.5,49,2978.5,206.5,788,38,13703,66,16.5,110,4104.5,66.5,164.5,138.5,0,3334.5,26963,7077,11561,98,4758.5,73,44,30,0,52,31137,1148,17.5,12102,2296,2361.5,68,52.5,31.5,2637,81.5,1525.5,16,2040.5,35853.5,19252,4148,46,177,88,1319.5,10264.5,35,7528.5
OB_S426_A1000000_D100_R300_Centrifuge,8417,21292,3071.5,892.5,1917,0,724.5,1393.5,755,571,15433.5,1696.5,8344,7678,2115.5,1020,15244,6051,2529,2056,788.5,766,1003,0,1061,2066,23723,2534.5,0,7061.5,626,0,2671,1443.5,4341.5,135528,1680,728,681.5,958.5,1681.5,2194.5,639.5,8349,831,6281.5,1444,13765,1088.5,2929,814,2661,1953.5,17206,819,3251,742.5,3497,0,15119.5,5865,12094.5,1756,13865.5,953.5,30568.5,1292.5,2726.5,718,5075,2098.5,16028,1570.5,2423.5,873.5,16900.5,1865,808.5,852,2966,1164.5,1068,1252.5,16275.5,3404.5,21254,10276.5,9265,0,8311,1488,1026,897,0,1612,28993.5,3099,938.5,7406,4211.5,3686.5,6753.5,0,837,2584,882.5,1722.5,745,1836,42209.5,20551,2875.5,946,1305,1095.5,7058.5,7947.5,811,22777.5
OB_S426_A1000000_D100_R300_Constrains,2636.4,8342.9,8393.1,8248.5,0,0,8964,0,0,8814.2,6916,8796.3,7538.9,9942,12631.1,7745.5,9783.2,9899.7,659,0,7924.4,8507.1,8774.9,0,8748,0,8549.2,9364.5,0,4332,0,0,10319.5,8553.4,9533.4,8454.3,8645,0,0,0,7189,0,0,8925.3,8351,8495.8,0,7589.2,0,8774.6,8656,31840.5,0,9406.3,6790.2,8524.2,9763.1,7639.2,57871.1,8231,8783.4,8540.4,7228.2,0,8341.9,6367.8,0,0,0,9893.4,0,9594.7,10442.7,31095.2,49738.5,10031.8,2477.1,0,8802.4,8995.7,9214.9,0,4694.6,9673.3,9058.6,8866.4,3200.1,5816.5,0,1637,8750.7,10114.4,8940.3,0,0,9123.7,8415.5,6106.8,0,9510.4,11914.9,0,0,10108.5,0,167412,9245.1,11549.5,7525.7,8707.7,9407.9,7354.3,10594.9,0,8896.1,9318.1,0,4015.2,9403.2
OB_S426_A1000000_D100_R300_Kraken,15810,20973,5047,1781,3828,0,1449,2787,1509,1142,24333,3393,15199,15221,3469,2039,9641,6231,5056,4112,1577,1532,2006,0,2122,4132,24983,3710,0,13319,1252,0,5262,2887,7017,66211,3360,1454,1361,2022,3357,3890,1273,13487,1634,12529,2887,17451,2177,2976,1601,3658,3832,12851,1626,4801,1475,5867,0,6890,8191,11498,2900,16704,1907,27280,2585,5453,1436,5165,4197,27434,0,3427,1712,8577,3708,1617,1704,5404,2329,2109,2487,6492,6279,30508,20513,17409,0,14355,2975,2052,1794,0,3224,9858,3872,1870,14569,2371,2458,4375,0,1666,4557,1647,3120,1446,3356,40646,9940,5045,1882,2591,2191,1560,15855,1622,2402
OB_S426_A1000000_D100_R300_MetaMix*,15896.5,20419.5,5260,0,4099,0,1448,2794.5,0,1174,24315,3388,15833.5,0,4042,0,16595,6245,5180,4122.5,1585.5,1540.5,2014.5,0,0,4118.5,24973.5,3622,0,13277,0,1995.5,5253.5,2926.5,7051,125353,3360,1451,1349.5,1985.5,3365.5,3885,1282.5,12877,1703,12128.5,2892.5,20493.5,2209.5,0,0,0,3856,8804.5,2140,4878.5,1488,5880.5,4726,14935,8175,11458,2887,16245,1904.5,27193.5,2592,5572.5,0,0,4255.5,27623,1695.5,0,0,23271.5,3804,0,1718,5331.5,2319,2173.5,2506.5,15464,6297.5,30709.5,20416,17433,2677,14773.5,2996.5,2067.5,1822.5,0,3275.5,37597,3966,1857.5,14069.5,5032.5,4861,4609,0,1801,4706,1527.5,3009.5,1478.5,3340.5,40943,21687,4985,2198.5,2580,2237,0,16043.5,1623.5,41895
OB_S426_A1000000_D100_R300_MetaPhlan2,2636.4,8342.9,8393.1,8248.5,0,0,8964,0,0,8814.2,6916,8796.3,7538.9,9942,12631.1,7745.5,9783.2,9899.7,659,0,7924.4,8507.1,8774.9,0,8748,0,8549.2,9364.5,0,4332,0,0,10319.5,8553.4,9533.4,8454.3,8645,0,0,0,7189,0,0,8925.3,8351,8495.8,0,7589.2,0,8774.6,8656,31840.5,0,9406.3,6790.2,8524.2,9763.1,7639.2,57871.1,8231,8783.4,8540.4,7228.2,0,8341.9,6367.8,0,0,0,9893.4,0,9594.7,10442.7,31095.2,49738.5,10031.8,2477.1,0,8802.4,8995.7,9214.9,0,4694.6,9673.3,9058.6,8866.4,3200.1,5816.5,0,1637,8750.7,10114.4,8940.3,0,0,9123.7,8415.5,6106.8,0,9510.4,11914.9,0,0,10108.5,0,167412,9245.1,11549.5,7525.7,8707.7,9407.9,7354.3,10594.9,0,8896.1,9318.1,0,4015.2,9403.2
